section_00_source_test_normal_0035_volt_1.5_wt_150.wav,1
section_00_source_test_normal_0036_volt_1.5_wt_100.wav,1
section_00_source_test_normal_0037_volt_1.5_wt_0.wav,1
section_00_source_test_normal_0038_volt_1.0_wt_0.wav,1
section_00_source_test_normal_0039_volt_1.5_wt_100.wav,1
section_00_source_test_normal_0040_volt_2.5_wt_0.wav,1
section_00_source_test_normal_0041_volt_1.5_wt_200.wav,1
section_00_source_test_normal_0042_volt_1.5_wt_0.wav,1
section_00_source_test_normal_0043_volt_1.5_wt_0.wav,1
section_00_source_test_normal_0044_volt_3.0_wt_0.wav,1
section_00_source_test_normal_0045_volt_3.0_wt_0.wav,1
section_00_source_test_normal_0046_volt_2.5_wt_0.wav,1
section_00_source_test_normal_0047_volt_3.0_wt_0.wav,1
section_00_source_test_normal_0048_volt_1.5_wt_0.wav,1
section_00_source_test_normal_0049_volt_3.0_wt_0.wav,1
section_00_target_test_normal_0000_volt_1.3_wt_0.wav,1
section_00_target_test_normal_0001_volt_1.5_wt_230.wav,1
section_00_target_test_normal_0002_volt_0.6_wt_0.wav,1
section_00_target_test_normal_0003_volt_1.5_wt_30.wav,1
section_00_target_test_normal_0004_volt_0.6_wt_0.wav,1
section_00_target_test_normal_0005_volt_1.5_wt_250.wav,1
section_00_target_test_normal_0006_volt_2.3_wt_0.wav,1
section_00_target_test_normal_0007_volt_1.5_wt_250.wav,1
section_00_target_test_normal_0008_volt_3.5_wt_0.wav,1
section_00_target_test_normal_0009_volt_3.3_wt_0.wav,1
section_00_target_test_normal_0010_volt_1.5_wt_80.wav,1
section_00_target_test_normal_0011_volt_3.5_wt_0.wav,1
section_00_target_test_normal_0012_volt_1.3_wt_0.wav,1
section_00_target_test_normal_0013_volt_1.5_wt_180.wav,1
section_00_target_test_normal_0014_volt_1.5_wt_130.wav,1
section_00_target_test_normal_0015_volt_3.5_wt_0.wav,1
section_00_target_test_normal_0016_volt_1.5_wt_230.wav,1
section_00_target_test_normal_0017_volt_1.5_wt_130.wav,1
section_00_target_test_normal_0018_volt_2.8_wt_0.wav,1
section_00_target_test_normal_0019_volt_3.3_wt_0.wav,1
section_00_target_test_normal_0020_volt_0.8_wt_0.wav,1
section_00_target_test_normal_0021_volt_1.5_wt_30.wav,1
section_00_target_test_normal_0022_volt_1.5_wt_80.wav,1
section_00_target_test_normal_0023_volt_1.5_wt_250.wav,1
section_00_target_test_normal_0024_volt_1.8_wt_0.wav,1
section_00_target_test_normal_0025_volt_1.5_wt_130.wav,1
section_00_target_test_normal_0026_volt_1.5_wt_80.wav,1
section_00_target_test_normal_0027_volt_1.8_wt_0.wav,1
section_00_target_test_normal_0028_volt_1.5_wt_250.wav,1
section_00_target_test_normal_0029_volt_1.5_wt_180.wav,1
section_00_target_test_normal_0030_volt_1.5_wt_30.wav,1
section_00_target_test_normal_0031_volt_3.5_wt_0.wav,1
section_00_target_test_normal_0032_volt_1.8_wt_0.wav,1
section_00_target_test_normal_0033_volt_1.3_wt_0.wav,1
section_00_target_test_normal_0034_volt_1.5_wt_180.wav,1
section_00_target_test_normal_0035_volt_2.8_wt_0.wav,1
section_00_target_test_normal_0036_volt_1.5_wt_180.wav,1
section_00_target_test_normal_0037_volt_0.8_wt_0.wav,1
section_00_target_test_normal_0038_volt_2.8_wt_0.wav,1
section_00_target_test_normal_0039_volt_3.3_wt_0.wav,1
section_00_target_test_normal_0040_volt_1.5_wt_80.wav,1
section_00_target_test_normal_0041_volt_1.5_wt_230.wav,1
section_00_target_test_normal_0042_volt_1.5_wt_250.wav,1
section_00_target_test_normal_0043_volt_1.5_wt_230.wav,1
section_00_target_test_normal_0044_volt_0.6_wt_0.wav,1
section_00_target_test_normal_0045_volt_1.5_wt_130.wav,1
section_00_target_test_normal_0046_volt_2.3_wt_0.wav,1
section_00_target_test_normal_0047_volt_2.3_wt_0.wav,1
section_00_target_test_normal_0048_volt_1.5_wt_30.wav,1
section_00_target_test_normal_0049_volt_0.8_wt_0.wav,1
section_00_source_test_anomaly_0000_volt_1.5_wt_50.wav,1
section_00_source_test_anomaly_0001_volt_1.5_wt_0.wav,1
section_00_source_test_anomaly_0002_volt_1.5_wt_50.wav,1
section_00_source_test_anomaly_0003_volt_2.5_wt_0.wav,1
section_00_source_test_anomaly_0004_volt_3.0_wt_0.wav,1
section_00_source_test_anomaly_0005_volt_1.5_wt_0.wav,1
section_00_source_test_anomaly_0006_volt_1.5_wt_200.wav,1
section_00_source_test_anomaly_0007_volt_1.5_wt_150.wav,1
section_00_source_test_anomaly_0008_volt_1.5_wt_150.wav,1
section_00_source_test_anomaly_0009_volt_2.0_wt_0.wav,1
section_00_source_test_anomaly_0010_volt_1.5_wt_0.wav,1
section_00_source_test_anomaly_0011_volt_2.0_wt_0.wav,1
section_00_source_test_anomaly_0012_volt_2.5_wt_0.wav,1
section_00_source_test_anomaly_0013_volt_2.0_wt_0.wav,1
section_00_source_test_anomaly_0014_volt_1.5_wt_150.wav,1
section_00_source_test_anomaly_0015_volt_1.0_wt_0.wav,1
section_00_source_test_anomaly_0016_volt_1.0_wt_0.wav,1
section_00_source_test_anomaly_0017_volt_1.5_wt_100.wav,1
section_00_source_test_anomaly_0018_volt_1.5_wt_100.wav,1
section_00_source_test_anomaly_0019_volt_1.5_wt_0.wav,1
section_00_source_test_anomaly_0020_volt_2.5_wt_0.wav,1
section_00_source_test_anomaly_0021_volt_1.5_wt_0.wav,1
section_00_source_test_anomaly_0022_volt_2.0_wt_0.wav,1
section_00_source_test_anomaly_0023_volt_3.0_wt_0.wav,1
section_00_source_test_anomaly_0024_volt_1.5_wt_0.wav,1
section_00_source_test_anomaly_0025_volt_1.5_wt_50.wav,1
section_00_source_test_anomaly_0026_volt_1.0_wt_0.wav,1
section_00_source_test_anomaly_0027_volt_1.5_wt_200.wav,1
section_00_source_test_anomaly_0028_volt_1.5_wt_0.wav,1
section_00_source_test_anomaly_0029_volt_1.0_wt_0.wav,1
section_00_source_test_anomaly_0030_volt_3.0_wt_0.wav,1
section_00_source_test_anomaly_0031_volt_2.5_wt_0.wav,1
section_00_source_test_anomaly_0032_volt_1.5_wt_0.wav,1
section_00_source_test_anomaly_0033_volt_1.5_wt_100.wav,1
section_00_source_test_anomaly_0034_volt_1.5_wt_0.wav,1
section_00_source_test_anomaly_0035_volt_3.0_wt_0.wav,1
section_00_source_test_anomaly_0036_volt_1.5_wt_50.wav,1
section_00_source_test_anomaly_0037_volt_1.5_wt_100.wav,1
section_00_source_test_anomaly_0038_volt_1.5_wt_150.wav,1
section_00_source_test_anomaly_0039_volt_1.0_wt_0.wav,1
section_00_source_test_anomaly_0040_volt_1.5_wt_200.wav,1
section_00_source_test_anomaly_0041_volt_1.5_wt_200.wav,1
section_00_source_test_anomaly_0042_volt_2.0_wt_0.wav,1
section_00_source_test_anomaly_0043_volt_1.5_wt_0.wav,1
section_00_source_test_anomaly_0044_volt_1.5_wt_50.wav,1
section_00_source_test_anomaly_0045_volt_1.5_wt_200.wav,1
section_00_source_test_anomaly_0046_volt_3.0_wt_0.wav,1
section_00_source_test_anomaly_0047_volt_1.5_wt_100.wav,1
section_00_source_test_anomaly_0048_volt_1.5_wt_150.wav,1
section_00_source_test_anomaly_0049_volt_2.5_wt_0.wav,1
section_00_target_test_anomaly_0000_volt_1.3_wt_0.wav,1
section_00_target_test_anomaly_0001_volt_1.5_wt_180.wav,1
section_00_target_test_anomaly_0002_volt_3.3_wt_0.wav,1
section_00_target_test_anomaly_0003_volt_1.5_wt_250.wav,1
section_00_target_test_anomaly_0004_volt_2.3_wt_0.wav,1
section_00_target_test_anomaly_0005_volt_1.5_wt_30.wav,1
section_00_target_test_anomaly_0006_volt_1.5_wt_230.wav,1
section_00_target_test_anomaly_0007_volt_1.5_wt_180.wav,1
section_00_target_test_anomaly_0008_volt_2.3_wt_0.wav,1
section_00_target_test_anomaly_0009_volt_1.5_wt_180.wav,1
section_00_target_test_anomaly_0010_volt_1.5_wt_80.wav,1
section_00_target_test_anomaly_0011_volt_1.8_wt_0.wav,1
section_00_target_test_anomaly_0012_volt_2.8_wt_0.wav,1
section_00_target_test_anomaly_0013_volt_1.5_wt_30.wav,1
section_00_target_test_anomaly_0014_volt_3.5_wt_0.wav,1
section_00_target_test_anomaly_0015_volt_1.3_wt_0.wav,1
section_00_target_test_anomaly_0016_volt_1.5_wt_80.wav,1
section_00_target_test_anomaly_0017_volt_0.6_wt_0.wav,1
section_00_target_test_anomaly_0018_volt_0.8_wt_0.wav,1
section_00_target_test_anomaly_0019_volt_2.8_wt_0.wav,1
section_00_target_test_anomaly_0020_volt_3.5_wt_0.wav,1
section_00_target_test_anomaly_0021_volt_1.5_wt_250.wav,1
section_00_target_test_anomaly_0022_volt_1.5_wt_250.wav,1
section_00_target_test_anomaly_0023_volt_1.5_wt_230.wav,1
section_00_target_test_anomaly_0024_volt_3.3_wt_0.wav,1
section_00_target_test_anomaly_0025_volt_3.3_wt_0.wav,1
section_00_target_test_anomaly_0026_volt_1.5_wt_30.wav,1
section_00_target_test_anomaly_0027_volt_1.8_wt_0.wav,1
section_00_target_test_anomaly_0028_volt_3.5_wt_0.wav,1
section_00_target_test_anomaly_0029_volt_1.5_wt_230.wav,1
section_00_target_test_anomaly_0030_volt_1.5_wt_80.wav,1
section_00_target_test_anomaly_0031_volt_1.5_wt_130.wav,1
section_00_target_test_anomaly_0032_volt_0.8_wt_0.wav,1
section_00_target_test_anomaly_0033_volt_1.5_wt_250.wav,1
section_00_target_test_anomaly_0034_volt_1.5_wt_130.wav,1
section_00_target_test_anomaly_0035_volt_0.6_wt_0.wav,1
section_00_target_test_anomaly_0036_volt_2.8_wt_0.wav,1
section_00_target_test_anomaly_0037_volt_3.5_wt_0.wav,1
section_00_target_test_anomaly_0038_volt_0.8_wt_0.wav,1
section_00_target_test_anomaly_0039_volt_1.3_wt_0.wav,1
section_00_target_test_anomaly_0040_volt_1.5_wt_130.wav,1
section_00_target_test_anomaly_0041_volt_0.6_wt_0.wav,1
section_00_target_test_anomaly_0042_volt_1.5_wt_130.wav,1
section_00_target_test_anomaly_0043_volt_1.5_wt_80.wav,1
section_00_target_test_anomaly_0044_volt_1.5_wt_180.wav,1
section_00_target_test_anomaly_0045_volt_2.3_wt_0.wav,1
section_00_target_test_anomaly_0046_volt_1.5_wt_230.wav,1
section_00_target_test_anomaly_0047_volt_1.8_wt_0.wav,1
section_00_target_test_anomaly_0048_volt_1.5_wt_30.wav,1
section_00_target_test_anomaly_0049_volt_1.5_wt_250.wav,1
